代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
91678035522093056, 006810, 0P0001H6N1, 泰康港股通中证香港银行投资指数C, 香港股票型基金, 0, 0, 1.16
91678036243513344, 007170, 0P0001H6WX, 易方达中债1-3年国开行债券指数C, 短债型, 0, 0, 2.50
91678036952350720, 007136, 0P0001H6WZ, 广发中证100ETF联接C, 普通股票型, 0, 0, -8.08
91678037698936832, 007200, 0P0001H6X1, 永赢泰利债券C, 利率债, 0, 0, 1.86
91678038541991936, 007184, 0P0001H76F, 蜂巢添鑫纯债债券A, 利率债, 0, 0, 2.89
91678039250829312, 007201, 0P0001H76H, 民生加银聚益纯债债券, 纯债基金, 0, 0, 2.83
91678040047747072, 006429, 0P0001H63Z, 诺安恒鑫混合, 积极配置型, 0, 0, 8.50
91678040739807232, 007158, 0P0001H641, 平安合盛3个月定期开放债券, 纯债基金（封闭式）, 0, 0, 2.71
91678041436061696, 006847, 0P0001H643, 中银福建国有企业债6个月定期开放债券C, 信用债（封闭式）, 0, 0, 3.08
91678042153287680, 007005, 0P0001H6DD, 中金新医药股票C, 沪港深股票型基金, 0, 0, 3.42
91678042836959232, 007197, 0P0001H6MW, 富国中债1-5年农发行债券指数A, 利率债, 0, 0, 2.94
91678043524825088, 512910, 0P0001H6MY, 广发中证100ETF, 普通股票型, 0, 0, -7.89
91678044216885248, 006809, 0P0001H6N0, 泰康港股通中证香港银行投资指数A, 香港股票型基金, 0, 0, 1.46
91678044950888448, 007169, 0P0001H6WW, 易方达中债1-3年国开行债券指数A, 短债型, 0, 0, 2.58
91678045634560000, 007135, 0P0001H6WY, 广发中证100ETF联接A, 普通股票型, 0, 0, -8.01
91678046519558144, 007199, 0P0001H6X0, 永赢泰利债券A, 利率债, 0, 0, 2.05
91678047228395520, 007152, 0P0001H76E, 诺德策略精选混合, 积极配置型, 0, 0, -3.40
91678047974981632, 007185, 0P0001H76G, 蜂巢添鑫纯债债券C, 利率债, 0, 0, 2.87
91678074147438592, 005466, 0P0001H76I, 华泰紫金智惠定期开放债券C, 纯债基金（封闭式）, 0, 0, None
91678074860470272, 007174, 0P0001H76K, 招商添旭3个月定期开放债券C, 信用债（封闭式）, 0, 0, None
91678075586084864, 006753, 0P0001H76M, 天弘港股通精选灵活配置混合C, 沪港深积极配置型, 0, 0, -10.41
91678076387196928, 007172, 0P0001H76O, 易方达中债3-5年国开行债券指数C, 利率债, 0, 0, 3.79
91678077066674176, 007209, 0P0001H76Q, 中邮中债-1-3年久期央企20债券指数C, 短债型, 0, 0, 3.25
91678077762928640, 007159, 0P0001H76S, 南方富元稳健养老目标一年持有期混合（FOF）A, 保守混合型, 0, 0, 3.60
91678078450794496, 005465, 0P0001H76W, 华泰紫金智惠定期开放债券A, 纯债基金（封闭式）, 0, 0, 2.16
91678079176409088, 007058, 0P0001H7SO, 中泰蓝月短债债券C, 短债型, 0, 0, 2.24
91678079935578112, 006905, 0P0001H7SQ, 泰康产业升级混合C, 沪港深积极配置型, 0, 0, -0.86
91678080623443968, 007188, 0P0001H8EL, 嘉实养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 8.78
91678081265172480, 006466, 0P0001H8R3, 浦银安盛双债增强债券A, 积极债券型, 0, 0, 4.83
91678081965621248, 007192, 0P0001H8XM, 恒越研究精选混合C, 沪港深积极配置型, 0, 0, 33.01
91678082670264320, 006235, 0P0001H90J, 东方城镇消费主题混合, 行业混合 - 消费, 0, 0, -16.39
91678083412656128, 007173, 0P0001H76J, 招商添旭3个月定期开放债券A, 信用债（封闭式）, 0, 0, 3.02
91678084087939072, 006752, 0P0001H76L, 天弘港股通精选灵活配置混合A, 沪港深积极配置型, 0, 0, -10.22
91678084914216960, 007171, 0P0001H76N, 易方达中债3-5年国开行债券指数A, 利率债, 0, 0, 3.33
91678085706940416, 007208, 0P0001H76P, 中邮中债-1-3年久期央企20债券指数A, 短债型, 0, 0, 3.41
91678086470303744, 501072, 0P0001H76R, 国金标普中国A股低波红利指数增强（LOF）, 普通股票型, 0, 0, 4.46
91678087195918336, 007160, 0P0001H76T, 南方富元稳健养老目标一年持有期混合（FOF）C, 保守混合型, 0, 0, 3.29
91678087946698752, 007057, 0P0001H7SN, 中泰蓝月短债债券A, 短债型, 0, 0, 2.48
91678088680701952, 006904, 0P0001H7SP, 泰康产业升级混合A, 沪港深积极配置型, 0, 0, -0.49
91678089406316544, 006667, 0P0001H7SS, 南华瑞元定期开放债券, 纯债基金（封闭式）, 0, 0, 3.01
91678090182262784, 006880, 0P0001H8R2, 交银施罗德安享稳健养老目标一年持有期混合(FOF), 保守混合型, 0, 0, 3.39
91678090886905856, 006467, 0P0001H8R4, 浦银安盛双债增强债券C, 积极债券型, 0, 0, 4.55
91678091566383104, 007193, 0P0001H8XN, 恒越核心精选混合C, 沪港深积极配置型, 0, 0, 29.16
91678128815996928, 007084, 0P0001H90K, 天治转型升级混合, 积极配置型, 0, 0, -9.72
91678129591943168, 007124, 0P0001H9HL, 工银瑞信中债1-3年农发行债券指数A, 短债型, 0, 0, 2.40
91678130409832448, 007231, 0P0001H9HN, 国泰民安养老目标日期2040三年持有期混合（FOF）, 目标日期, 0, 0, 2.97
91678131156418560, 007273, 0P0001H9M1, 鹏华长乐稳健养老目标一年持有期混合（FOF）, 保守混合型, 0, 0, 2.31
91678131936559104, 006608, 0P0001H9PD, 泓德研究优选混合, 沪港深积极配置型, 0, 0, 1.53
91678132699922432, 006883, 0P0001H9PF, 华泰保兴健康消费混合C, 行业混合 - 消费, 0, 0, -8.89
91678133429731328, 006719, 0P0001H9PH, 国融融盛龙头严选混合C, 积极配置型, 0, 0, -8.77
91678134163734528, 160526, 0P0001H9PJ, 博时优势企业3年封闭运作灵活配置混合（LOF）A, 沪港深积极配置型（封闭式）, 0, 0, 2.63
91678134876766208, 007161, 0P0001H9PL, 南方恒庆一年定期开放债券A, 纯债基金（封闭式）, 0, 0, None
91678135581409280, 006617, 0P0001H9PN, 工银瑞泽定开债券, 纯债基金（封闭式）, 0, 0, 6.00
91678136269275136, 007215, 0P0001HA6B, 国寿安保泰荣纯债债券, 普通债券型, 0, 0, 2.50
91678136961335296, 512480, 0P0001HAFR, 国联安半导体ETF, 行业股票 - 科技、传媒及通讯, 0, 0, 20.73
91678137674366976, 007250, 0P0001HAU5, 广发养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 4.83
91678138433536000, 007232, 0P0001H9HK, 万家平衡养老目标三年持有期混合(FOF), 标准混合型, 0, 0, 1.73
91678139658272768, 007125, 0P0001H9HM, 工银瑞信中债1-3年农发行债券指数C, 短债型, 0, 0, 2.33
91678140409053184, 007139, 0P0001H9HO, 富国民裕进取沪港深成长精选混合A, 沪港深积极配置型, 0, 0, 0.13
91678141356965888, 007271, 0P0001H9M2, 鹏华养老目标日期2045三年持有期混合（FOF）, 目标日期, 0, 0, 4.72
91678142078386176, 006882, 0P0001H9PE, 华泰保兴健康消费混合A, 行业混合 - 消费, 0, 0, -8.49
91678142795612160, 006718, 0P0001H9PG, 国融融盛龙头严选混合A, 积极配置型, 0, 0, -8.59
91678143521226752, 007255, 0P0001H9PI, 华宝稳健养老目标一年持有期混合(FOF), 保守混合型, 0, 0, 1.08
91678144259424256, 007234, 0P0001H9PK, 博时优势企业3年封闭运作灵活配置混合（LOF）C, 沪港深积极配置型（封闭式）, 0, 0, None
91678145035370496, 007162, 0P0001H9PM, 南方恒庆一年定期开放债券C, 纯债基金（封闭式）, 0, 0, None
91678145744207872, 006792, 0P0001H9ZW, 鹏华香港美国互联网股票（LOF）美元现汇, 行业股票, 0, 0, -9.46
91678146574680064, 006671, 0P0001HA6C, 广发消费升级股票, 沪港深股票型基金, 0, 0, -11.01
91678147300294656, 006926, 0P0001HAFS, 长城量化精选股票A, 普通股票型, 0, 0, 14.47
91678171266547712, 007279, 0P0001HAU6, 永赢众利债券, 利率债, 0, 0, 2.50
91678172088631296, 512760, 0P0001HAU8, 国泰CES半导体行业ETF, 行业股票 - 科技、传媒及通讯, 0, 0, 22.70
91678173057515520, 007296, 0P0001HB2G, 天弘安益债券C, 纯债基金, 0, 0, 2.53
91678174584242176, 007129, 0P0001HB2I, 天弘增强回报债券C, 积极债券型, 0, 0, 10.66
91678175557320704, 007259, 0P0001HB2K, 民生加银中债1-3年农发行债券指数, 短债型, 0, 0, 2.43
91678176274546688, 007235, 0P0001HB55, 广发聚利债券(LOF) C, 普通债券型, 0, 0, 3.89
91678177033715712, 007309, 0P0001HB83, 鹏华9-10年利率债债券A, 利率债, 0, 0, 4.82
91678177750941696, 007302, 0P0001HBLZ, 华宝宝盛纯债债券, 纯债基金, 0, 0, 2.54
91678178644328448, 160645, 0P0001HBX6, 鹏华精选回报三年定期开放混合, 沪港深积极配置型（封闭式）, 0, 0, -15.50
91678179374137344, 004647, 0P0001HCAG, 新华鼎利债券A, 积极债券型, 0, 0, 1.26
91678180087169024, 007343, 0P0001HCAI, 嘉实科技创新混合, 沪港深积极配置型, 0, 0, 10.06
91678180791812096, 007341, 0P0001HCAK, 南方科技创新混合C, 沪港深积极配置型, 0, 0, 24.02
91678181592924160, 007350, 0P0001HCAM, 华夏科技创新混合C, 沪港深积极配置型, 0, 0, -0.10
91678182331121664, 512170, 0P0001HAU7, 华宝中证医疗ETF, 行业股票 - 医药, 0, 0, -2.06
91678183039959040, 007295, 0P0001HB2F, 天弘安益债券A, 纯债基金, 0, 0, 2.72
91678183732019200, 007128, 0P0001HB2H, 天弘增强回报债券A, 积极债券型, 0, 0, 11.00
91678184642183168, 006997, 0P0001HB2J, 平安惠添纯债债券, 纯债基金, 0, 0, 3.00
91678185338437632, 007286, 0P0001HB2L, 中邮纯债裕利三个月定期开放债券, 信用债（封闭式）, 0, 0, 3.49
91678186047275008, 007321, 0P0001HB82, 鹏华金利债券, 信用债, 0, 0, 3.44
91678186730946560, 006737, 0P0001HBLY, 诺安恒惠债券, 利率债, 0, 0, -0.09
91678187464949760, 159972, 0P0001HBS6, 鹏华中证5年期地方政府债ETF, 利率债, 0, 0, 3.80
91678188219924480, 007346, 0P0001HBXB, 易方达科技创新混合, 沪港深灵活配置型, 0, 0, 12.57
91678189058785280, 006892, 0P0001HCAH, 新华鼎利债券C, 积极债券型, 0, 0, 0.88
91678190048641024, 007340, 0P0001HCAJ, 南方科技创新混合A, 沪港深积极配置型, 0, 0, 24.75
91678191118188544, 007349, 0P0001HCAL, 华夏科技创新混合A, 沪港深积极配置型, 0, 0, 0.50
91678215327711232, 006689, 0P0001HCAN, 方正富邦信泓灵活配置混合A, 灵活配置型, 0, 0, -8.24
91678216028160000, 007355, 0P0001HCAP, 汇添富科技创新灵活配置混合A, 沪港深灵活配置型, 0, 0, 11.03
91678216716025856, 006909, 0P0001HCAR, 华夏战略新兴成指ETF联接A, 普通股票型, 0, 0, 5.93
91678217437446144, 006836, 0P0001HCAT, 永赢惠泽一年定期开放灵活配置混合, 灵活配置型（封闭式）, 0, 0, -1.72
91678218121117696, 006860, 0P0001HCBI, 易方达汇诚养老目标日期2038三年持有期混合（FOF）, 目标日期, 0, 0, 2.80
91678218901258240, 007347, 0P0001HCJ5, 永赢昌利债券A, 纯债基金, 0, 0, 3.82
91678219748507648, 007351, 0P0001HCJ7, 永赢同利债券A, 纯债基金, 0, 0, 2.07
91678220432179200, 007297, 0P0001HCJ9, 大成养老目标日期2040三年持有期混合（FOF）A, 目标日期, 0, 0, 2.94
91678221199736832, 006946, 0P0001HCJB, 宝盈聚享纯债定期开放债券, 纯债基金（封闭式）, 0, 0, 2.87
91678221916962816, 007016, 0P0001HD02, 富国睿泽回报混合, 沪港深灵活配置型, 0, 0, 14.82
91678222810349568, 007246, 0P0001HD04, 安信鑫日享中短债债券C, 短债型, 0, 0, 2.20
91678223858925568, 007307, 0P0001HD06, 华泰柏瑞基本面智选混合C, 沪港深积极配置型, 0, 0, 25.64
91678225041719296, 007181, 0P0001HD08, 华安中债1-3年政策性金融债指数C, 短债型, 0, 0, 2.65
91678226044157952, 007345, 0P0001HCAO, 富国科技创新灵活配置混合, 沪港深灵活配置型, 0, 0, 7.46
91678226811715584, 007356, 0P0001HCAQ, 汇添富科技创新灵活配置混合C, 沪港深灵活配置型, 0, 0, 10.38
91678228187447296, 006910, 0P0001HCAS, 华夏战略新兴成指ETF联接C, 普通股票型, 0, 0, 5.69
91678229621899264, 007353, 0P0001HCAV, 工银瑞信科技创新3年封闭运作混合, 沪港深积极配置型（封闭式）, 0, 0, 2.00
91678230678863872, 007386, 0P0001HCEC, 浙商中证500指数增强C, 普通股票型, 0, 0, 28.04
91678231706468352, 007348, 0P0001HCJ6, 永赢昌利债券C, 纯债基金, 0, 0, 3.67
91678232432082944, 007352, 0P0001HCJ8, 永赢同利债券C, 纯债基金, 0, 0, 1.93
91678233828786176, 007298, 0P0001HCJA, 大成养老目标日期2040三年持有期混合（FOF）C, 目标日期, 0, 0, 2.65
91678234525040640, 007373, 0P0001HD01, 永赢卓利债券, 纯债基金, 0, 0, 2.90
91678235565228032, 007245, 0P0001HD03, 安信鑫日享中短债债券A, 短债型, 0, 0, 2.39
91678236446031872, 007306, 0P0001HD05, 华泰柏瑞基本面智选混合A, 沪港深积极配置型, 0, 0, 25.87
91678237133897728, 007180, 0P0001HD07, 华安中债1-3年政策性金融债指数A, 短债型, 0, 0, 2.72
91678261569912832, 007385, 0P0001HD0A, 华泰保兴安盈三个月定期开放混合, 保守混合型（封闭式）, 0, 0, 3.62
91678263054696448, 159966, 0P0001HD0D, 华夏创业板低波蓝筹ETF, 普通股票型, 0, 0, -2.60
91678264250073088, 007204, 0P0001HDCD, 银华美元债精选债券(QDII)A, 环球债券, 0, 0, -0.83
91678264992464896, 006097, 0P0001HDCF, 平安高等级债债券A, 普通债券型, 0, 0, 5.03
91678265650970624, 005926, 0P0001HDCH, 建信福泽裕泰混合(FOF)C, 积极配置型, 0, 0, 7.61
91678266288504832, 006676, 0P0001HDCJ, 宝盈品牌消费股票C, 行业股票 - 消费, 0, 0, -7.01
91678267047673856, 006730, 0P0001HDCL, 万家中证500指数增强C, 普通股票型, 0, 0, 22.30
91678267722956800, 006894, 0P0001HDCN, 兴业养老目标日期2035三年持有期混合(FOF)A, 目标日期, 0, 0, 0.18
91678268452765696, 007238, 0P0001HDCP, 平安养老目标日期2035三年持有期混合(FOF)A, 目标日期, 0, 0, 9.38
91678269169991680, 005305, 0P0001HDCR, 长信合利混合A, 沪港深保守混合型, 0, 0, -1.22
91678269845274624, 007143, 0P0001HDCT, 国投瑞银沪深300指数量化增强A, 普通股票型, 0, 0, 4.64
91678270587666432, 007243, 0P0001HDCV, 安信核心竞争力灵活配置混合A, 灵活配置型, 0, 0, 9.37
91678271304892416, 006339, 0P0001HDNC, 银华MSCI中国A股ETF联接A, 普通股票型, 0, 0, 4.44
91678272047284224, 159967, 0P0001HD0C, 华夏创业板动量成长ETF, 普通股票型, 0, 0, 16.76
91678272760315904, 006859, 0P0001HD1W, 易方达汇诚养老目标日期2033三年持有期混合（FOF）, 目标日期, 0, 0, 3.47
91678273477541888, 007205, 0P0001HDCE, 银华美元债精选债券(QDII)C, 环球债券, 0, 0, -1.07
91678274224128000, 005925, 0P0001HDCG, 建信福泽裕泰混合(FOF)A, 积极配置型, 0, 0, 7.93
91678275012657152, 006675, 0P0001HDCI, 宝盈品牌消费股票A, 行业股票 - 消费, 0, 0, -6.45
91678275771826176, 006729, 0P0001HDCK, 万家中证500指数增强A, 普通股票型, 0, 0, 22.67
91678276522606592, 007074, 0P0001HDCM, 国寿安保新蓝筹灵活配置混合, 灵活配置型, 0, 0, 17.24
91678277277581312, 006895, 0P0001HDCO, 兴业养老目标日期2035三年持有期混合(FOF)C, 目标日期, 0, 0, -0.11
91678277969641472, 007239, 0P0001HDCQ, 平安养老目标日期2035三年持有期混合(FOF)C, 目标日期, 0, 0, 9.18
91678278632341504, 005306, 0P0001HDCS, 长信合利混合C, 沪港深保守混合型, 0, 0, -1.66
91678279420870656, 007144, 0P0001HDCU, 国投瑞银沪深300指数量化增强C, 普通股票型, 0, 0, 4.33
91678280125513728, 007244, 0P0001HDCW, 安信核心竞争力灵活配置混合C, 灵活配置型, 0, 0, 9.15
91678306285387776, 008201, 0P0001HDND, 银华MSCI中国A股ETF联接C, 普通股票型, 0, 0, 4.37
91678307350740992, 007118, 0P0001HDNF, 华泰紫金丰泰纯债债券C, 纯债基金, 0, 0, 3.55
91678308533534720, 007289, 0P0001HDNH, 汇添富中债1-3年农发行债券指数A, 短债型, 0, 0, 2.78
91678310244810752, 007241, 0P0001HDNJ, 中欧预见养老目标日期2050五年持有期混合(FOF）A, 目标日期, 0, 0, 8.66
91678311159169024, 007266, 0P0001HDNL, 嘉实新添益定期开放混合A, 保守混合型（封闭式）, 0, 0, 0.27
91678312476180480, 007145, 0P0001HDNN, 泰康安和纯债6个月定期开放债券, 信用债（封闭式）, 0, 0, 4.20
91678313348595712, 007095, 0P0001HEH8, 建信中债3-5年国开行债券指数C, 利率债, 0, 0, 3.05
91678314560749568, 512930, 0P0001HF0B, 平安中证人工智能主题ETF, 行业股票 - 科技、传媒及通讯, 0, 0, 3.06
91678316653707264, 007360, 0P0001HF9P, 易方达中短期美元债债券(QDII)A人民币, 环球债券, 0, 0, 1.42
91678318889271296, 007361, 0P0001HF9R, 易方达中短期美元债债券(QDII)C人民币, 环球债券, 0, 0, 1.20
91678319690383360, 007308, 0P0001HFGA, 华宝消费升级混合, 沪港深积极配置型, 0, 0, -8.71
91678320529244160, 007416, 0P0001HFGC, 南方致远混合C, 沪港深保守混合型, 0, 0, 4.36
91678322441846784, 007024, 0P0001HFGE, 中银证券安泽债券C, 纯债基金, 0, 0, 2.31
91678323784024064, 007117, 0P0001HDNE, 华泰紫金丰泰纯债债券A, 纯债基金, 0, 0, 3.79
91678324589330432, 007060, 0P0001HDNG, 汇添富养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 6.99
91678325377859584, 007290, 0P0001HDNI, 汇添富中债1-3年农发行债券指数C, 短债型, 0, 0, 2.77
91678326120251392, 007242, 0P0001HDNK, 中欧预见养老目标日期2050五年持有期混合(FOF）C, 目标日期, 0, 0, 8.42
91678327739252736, 007267, 0P0001HDNM, 嘉实新添益定期开放混合C, 保守混合型（封闭式）, 0, 0, -0.18
91678328599085056, 007094, 0P0001HEH7, 建信中债3-5年国开行债券指数A, 利率债, 0, 0, 3.13
91678329412780032, 006856, 0P0001HF0A, 银河丰泰3个月定期开放债券, 纯债基金（封闭式）, 0, 0, 3.16
91678330159366144, 159971, 0P0001HF0C, 富国创业板ETF, 普通股票型, 0, 0, 7.32
91678330910146560, 007362, 0P0001HF9Q, 易方达中短期美元债债券(QDII)A美元现汇, 环球债券, 0, 0, 1.22
91678331757395968, 007363, 0P0001HF9S, 易方达中短期美元债债券(QDII)C美元现汇, 环球债券, 0, 0, 0.98
91678332780806144, 007415, 0P0001HFGB, 南方致远混合A, 沪港深保守混合型, 0, 0, 4.82
91678333938434048, 007023, 0P0001HFGD, 中银证券安泽债券A, 纯债基金, 0, 0, 2.15
91678361193021440, 007032, 0P0001HFGF, 平安可转债债券A, 可转债基金, 0, 0, 16.74
91678361885081600, 007061, 0P0001HFGH, 中加聚盈四个月定期开放债券A, 普通债券型（封闭式）, 0, 0, 6.80
91678362602307584, 007008, 0P0001HFHI, 中邮纯债优选一年定开债A, 普通债券型（封闭式）, 0, 0, 4.16
91678363558608896, 159969, 0P0001HFHK, 银华深证100ETF, 普通股票型, 0, 0, -4.10
91678364351332352, 007319, 0P0001HFVC, 嘉实汇达中短债债券A, 短债型, 0, 0, 2.19
91678365295050752, 007326, 0P0001HFZ1, 国投瑞银新增长灵活配置混合C, 灵活配置型, 0, 0, 6.32
91678366733697024, 007186, 0P0001HG6S, 华夏中债3-5年政策性金融债指数A, 利率债, 0, 0, 3.60
91678368432390144, 007420, 0P0001HG6U, 华安鼎信3个月定期开放债券, 信用债（封闭式）, 0, 0, 2.79
91678369174781952, 005890, 0P0001HGK9, 先锋博盈纯债债券A, 普通债券型, 0, 0, -0.91
