代码,晨星专属号,名称,类型,三年评级,五年评级,今年回报率
91677582126219264, 006636, 0P0001FLHT, 华富恒欣纯债债券A, 纯债基金, 0, 0, 3.10
91677582851833856, 006884, 0P0001FLXW, 汇添富AAA级信用纯债债券A, 信用债, 0, 0, 3.17
91677583556476928, 006679, 0P0001FKYT, 广发道琼斯美国石油开发与生产指数(QDII-LOF) 美元现汇A, 行业股票, 0, 0, 61.92
91677584219176960, 006881, 0P0001FLBC, 华宝大健康混合, 行业混合 - 医药, 0, 0, 13.53
91677584932208640, 006303, 0P0001FLBE, 中银安康稳健养老目标一年定期开放混合（FOF）, 保守混合型（封闭式）, 0, 0, 2.81
91677585821401088, 006775, 0P0001FLBG, 前海开源优质成长混合, 沪港深积极配置型, 0, 0, -3.09
91677586505072640, 006315, 0P0001FLBI, 中融策略优选混合C, 积极配置型, 0, 0, 21.97
91677587201327104, 006432, 0P0001FLBK, 汇安鼎利纯债债券C, 利率债, 0, 0, 2.15
91677587935330304, 006924, 0P0001FLBO, 前海开源沪港深非周期性行业股票C, 香港股票型基金, 0, 0, -8.28
91677588732248064, 006958, 0P0001FLBR, 鹏华永融一年定期开放债券, 信用债（封闭式）, 0, 0, 3.15
91677589625634816, 006943, 0P0001FLHO, 华泰柏瑞量化明选混合C, 积极配置型, 0, 0, 4.08
91677590670016512, 006871, 0P0001FLHQ, 广发景和中短债债券C, 短债型, 0, 0, 2.95
91677591596957696, 006976, 0P0001FLHS, 鹏华核心优势混合, 沪港深积极配置型, 0, 0, 5.22
91677592335155200, 006637, 0P0001FLHU, 华富恒欣纯债债券C, 纯债基金, 0, 0, 2.68
91677629333110784, 006885, 0P0001FLXX, 汇添富AAA级信用纯债债券C, 信用债, 0, 0, 2.86
91677630067113984, 006378, 0P0001FM7Q, 广发汇宏6个月定期开放债券, 纯债基金（封闭式）, 0, 0, 1.54
91677630805311488, 006735, 0P0001FM7S, 国金惠鑫短债债券C, 短债型, 0, 0, 1.57
91677631556091904, 006990, 0P0001FTDX, 建信中短债纯债债券C, 短债型, 0, 0, 3.05
91677632449478656, 005816, 0P0001FTDZ, 国泰农惠定期开放债券, 普通债券型（封闭式）, 0, 0, 4.08
91677633191870464, 006868, 0P0001FTJ2, 华夏科技成长股票, 沪港深股票型基金, 0, 0, -3.40
91677633900707840, 006913, 0P0001FTQU, 南方华元债券A, 信用债, 0, 0, 3.28
91677634731180032, 000006, 0P0001FTQW, 西部利得量化成长混合A, 积极配置型, 0, 0, 25.67
91677635561652224, 006399, 0P0001FTQY, 宝盈祥颐定期开放混合C, 保守混合型（封闭式）, 0, 0, 1.64
91677636345987072, 006986, 0P0001FTR0, 平安季添盈三个月定期开放债券A, 信用债（封闭式）, 0, 0, 0.84
91677637054824448, 006987, 0P0001FTR1, 平安季添盈三个月定期开放债券C, 信用债（封闭式）, 0, 0, 0.65
91677637826576384, 161912, 0P0001FTR2, 万家社会责任18个月定期开放混合（LOF）A, 积极配置型（封闭式）, 0, 0, 22.09
91677638556385280, 006876, 0P0001FTR4, 国投瑞银稳健养老目标一年持有期混合（FOF）A, 保守混合型, 0, 0, 5.92
91677639319748608, 006952, 0P0001FM7P, 中银景元回报混合, 沪港深保守混合型, 0, 0, 4.38
91677640083111936, 006734, 0P0001FM7R, 国金惠鑫短债债券A, 短债型, 0, 0, 1.76
91677640846475264, 006989, 0P0001FTDW, 建信中短债纯债债券A, 短债型, 0, 0, 3.32
91677641555312640, 006919, 0P0001FTDY, 国寿安保泰和纯债债券, 普通债券型, 0, 0, 3.06
91677642251567104, 006921, 0P0001FTJ1, 南方智诚混合, 沪港深积极配置型, 0, 0, -6.77
91677643224645632, 159964, 0P0001FTQT, 平安创业板ETF, 普通股票型, 0, 0, 10.42
91677644571017216, 006914, 0P0001FTQV, 南方华元债券C, 信用债, 0, 0, 2.98
91677646089355264, 006398, 0P0001FTQX, 宝盈祥颐定期开放混合A, 保守混合型（封闭式）, 0, 0, 1.94
91677646844329984, 006682, 0P0001FTQZ, 景顺长城中证500指数增强, 普通股票型, 0, 0, 26.01
91677647624470528, 006986, 0P0001FTR0, 平安季添盈三个月定期开放债券A, 信用债（封闭式）, 0, 0, 0.84
91677648605937664, 006987, 0P0001FTR1, 平安季添盈三个月定期开放债券C, 信用债（封闭式）, 0, 0, 0.65
91677650011029504, 161913, 0P0001FTR3, 万家社会责任18个月定期开放混合（LOF）C, 积极配置型（封闭式）, 0, 0, 21.64
91677675617255424, 006207, 0P0001FTWX, 泰康裕泰债券A, 积极债券型, 0, 0, 3.00
91677676821020672, 006915, 0P0001FTWZ, 南方亨元债券A, 纯债基金, 0, 0, 2.78
91677677550829568, 006890, 0P0001FTX1, 上投摩根领先优选混合, 沪港深积极配置型, 0, 0, -5.05
91677678301609984, 007001, 0P0001FTXZ, 鹏华中债1-3年国开行债券指数C, 短债型, 0, 0, 2.40
91677679136276480, 006998, 0P0001FU7Z, 广发景兴中短债债券A, 短债型, 0, 0, 3.15
91677680251961344, 006988, 0P0001FU82, 平安季添盈三个月定期开放债券E, 信用债（封闭式）, 0, 0, 0.65
91677681506058240, 968049, 0P0001FU8V, 摩根亚洲股息-PRC人民币份额（每月派息）, 亚太区不包括日本股票收益, 0, 0, 4.08
91677682391056384, 968047, 0P0001FU8X, 摩根亚洲股息-PRC美元对冲份额（每月派息）, 亚太区不包括日本股票收益, 0, 0, 4.15
91677683104088064, 968045, 0P0001FU8Z, 摩根亚洲股息-PRC人民币对冲份额（每月派息）, 其他行业股票, 0, 0, 6.36
91677683863257088, 006768, 0P0001FUH1, 华安沪港深优选混合, 沪港深积极配置型, 0, 0, -4.00
91677684555317248, 006899, 0P0001FUH3, 天弘弘丰增强回报债券C, 积极债券型, 0, 0, 23.27
91677685276737536, 006957, 0P0001FUH5, 长江量化匠心甄选股票C, 普通股票型, 0, 0, -11.52
91677685998157824, 006956, 0P0001FUH7, 鹏华永润一年定期开放债券, 纯债基金（封闭式）, 0, 0, 1.85
91677687294197760, 006208, 0P0001FTWY, 泰康裕泰债券C, 积极债券型, 0, 0, 2.92
91677688183390208, 006916, 0P0001FTX0, 南方亨元债券C, 纯债基金, 0, 0, 2.46
91677688879644672, 007000, 0P0001FTXY, 鹏华中债1-3年国开行债券指数A, 短债型, 0, 0, 2.46
91677689735282688, 006533, 0P0001FU7Y, 易方达科融混合, 沪港深积极配置型, 0, 0, 44.25
91677691140374528, 006999, 0P0001FU81, 广发景兴中短债债券C, 短债型, 0, 0, 2.87
91677692251865088, 968048, 0P0001FU8U, 摩根亚洲股息-PRC人民币份额（累计）, 亚太区不包括日本股票收益, 0, 0, 4.14
91677692956508160, 968046, 0P0001FU8W, 摩根亚洲股息-PRC美元对冲份额（累计）, 亚太区不包括日本股票收益, 0, 0, 4.06
91677693820534784, 968044, 0P0001FU8Y, 摩根亚洲股息-PRC人民币对冲份额（累计）, 其他行业股票, 0, 0, 6.49
91677694701338624, 006973, 0P0001FUH0, 太平睿盈混合A, 保守混合型, 0, 0, 6.90
91677695598919680, 006898, 0P0001FUH2, 天弘弘丰增强回报债券A, 积极债券型, 0, 0, 23.63
91677696320339968, 006911, 0P0001FUH4, 长江量化匠心甄选股票A, 普通股票型, 0, 0, -11.12
91677697234698240, 006781, 0P0001FUH6, 汇丰晋信港股通精选股票, 香港股票型基金, 0, 0, -12.16
91677722484408320, 006956, 0P0001FUH7, 鹏华永润一年定期开放债券, 纯债基金（封闭式）, 0, 0, 1.85
91677723574927360, 006449, 0P0001FUH8, 浙商汇金量化精选灵活配置混合, 灵活配置型, 0, 0, -8.89
91677724300541952, 006944, 0P0001FV9M, 永赢悦利债券, 利率债, 0, 0, 1.73
91677725026156544, 006966, 0P0001FV9O, 财通安瑞短债债券C, 短债型, 0, 0, 3.20
91677725726605312, 006995, 0P0001FV9R, 南方惠利6个月定期开放债券A, 纯债基金（封闭式）, 0, 0, 4.77
91677726431248384, 006996, 0P0001FV9S, 南方惠利6个月定期开放债券C, 纯债基金（封闭式）, 0, 0, 4.46
91677727131697152, 007013, 0P0001FVJU, 湘财长顺混合C, 积极配置型, 0, 0, 12.83
91677727878283264, 006974, 0P0001FVJW, 金鹰鑫日享债券A, 普通债券型, 0, 0, 5.44
91677728599703552, 006624, 0P0001FVJY, 中泰玉衡价值优选混合, 灵活配置型, 0, 0, 25.69
91677729308540928, 006402, 0P0001FVK1, 先锋量化优选灵活配置混合C, 灵活配置型, 0, 0, 32.74
91677730013184000, 002390, 0P0001FVMQ, 招商安德灵活配置混合C, 保守混合型, 0, 0, 7.30
91677730780741632, 006985, 0P0001FVSR, 兴全恒裕债券A, 普通债券型, 0, 0, 3.26
91677731489579008, 007011, 0P0001FVSV, 国寿安保中债1-3年国开行债券指数C, 短债型, 0, 0, 2.48
91677732198416384, 006956, 0P0001FUH7, 鹏华永润一年定期开放债券, 纯债基金（封闭式）, 0, 0, 1.85
91677732898865152, 006886, 0P0001FUH9, 工银瑞信养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 0.49
91677733628674048, 006965, 0P0001FV9N, 财通安瑞短债债券A, 短债型, 0, 0, 3.35
91677734564003840, 006995, 0P0001FV9R, 南方惠利6个月定期开放债券A, 纯债基金（封闭式）, 0, 0, 4.77
91677735331561472, 006996, 0P0001FV9S, 南方惠利6个月定期开放债券C, 纯债基金（封闭式）, 0, 0, 4.46
91677736082341888, 007012, 0P0001FVJT, 湘财长顺混合A, 积极配置型, 0, 0, 13.25
91677736778596352, 006600, 0P0001FVJV, 人保沪深300指数, 普通股票型, 0, 0, -1.55
91677737424519168, 006975, 0P0001FVJX, 金鹰鑫日享债券C, 普通债券型, 0, 0, 5.37
91677738108190720, 006401, 0P0001FVK0, 先锋量化优选灵活配置混合A, 灵活配置型, 0, 0, 33.24
91677738804445184, 512690, 0P0001FVLO, 鹏华中证酒ETF, 行业股票 - 消费, 0, 0, -8.44
91677739525865472, 006867, 0P0001FVNC, 易方达丰华债券C, 积极债券型, 0, 0, 5.71
91677740205342720, 007010, 0P0001FVSU, 国寿安保中债1-3年国开行债券指数A, 短债型, 0, 0, 2.54
91677764079321088, 007046, 0P0001G5U3, 方正富邦创新动力混合C, 积极配置型, 0, 0, -28.15
91677764821712896, 006006, 0P0001GQO0, 诺安鼎利混合C, 保守混合型, 0, 0, 2.83
91677765568299008, 006948, 0P0001GQO6, 华宝中短债债券C, 短债型, 0, 0, 2.56
91677766277136384, 006266, 0P0001GY4G, 永赢智能领先混合A, 积极配置型, 0, 0, 20.47
91677766956613632, 006993, 0P0001GY4I, 鑫元承利三个月定期开放债券, 纯债基金（封闭式）, 0, 0, 3.23
91677767694811136, 007022, 0P0001GY4K, 嘉实中债1-3年政策性金融债指数C, 短债型, 0, 0, 2.31
91677768445591552, 007040, 0P0001GY9P, 新疆前海联合泳隆灵活配置混合C, 灵活配置型, 0, 0, -0.01
91677769154428928, 006833, 0P0001GYDG, 鹏扬添利增强债券C, 积极债券型, 0, 0, 0.50
91677769867460608, 006891, 0P0001GYDK, 华夏养老目标日期2050五年持有期混合（FOF）, 目标日期, 0, 0, 6.91
91677770685349888, 007071, 0P0001GYDM, 博时颐泽稳健养老目标一年持有期混合（FOF）C, 保守混合型, 0, 0, 2.29
91677771402575872, 501071, 0P0001GYM2, 泓德三年运作丰泽封闭, 沪港深灵活配置型（封闭式）, 0, 0, -14.78
91677772157550592, 006705, 0P0001GYXB, 易方达MSCI中国A股国际通ETF联接C, 普通股票型, 0, 0, 3.52
91677772883165184, 006922, 0P0001GZ4G, 华宝宝裕纯债债券C, 信用债, 0, 0, None
91677773579419648, 006005, 0P0001GQNW, 诺安鼎利混合A, 保守混合型, 0, 0, 3.29
91677774330200064, 006947, 0P0001GQO3, 华宝中短债债券A, 短债型, 0, 0, 2.87
91677775039037440, 006477, 0P0001GY4F, 中邮沪港深精选混合, 沪港深积极配置型, 0, 0, -3.79
91677775760457728, 006269, 0P0001GY4H, 永赢智能领先混合C, 积极配置型, 0, 0, 20.29
91677776473489408, 007021, 0P0001GY4J, 嘉实中债1-3年政策性金融债指数A, 短债型, 0, 0, 2.39
91677777270407168, 007038, 0P0001GY9O, 新疆前海联合添惠纯债债券C, 纯债基金, 0, 0, 4.26
91677778016993280, 006832, 0P0001GYDF, 鹏扬添利增强债券A, 积极债券型, 0, 0, 0.72
91677778725830656, 007035, 0P0001GYDJ, 中银中债1-3年期国开行债券指数, 短债型, 0, 0, 2.42
91677779443056640, 007070, 0P0001GYDL, 博时颐泽稳健养老目标一年持有期混合（FOF）A, 保守混合型, 0, 0, 2.66
91677780256751616, 007020, 0P0001GYGT, 华安添鑫中短债债券C, 短债型, 0, 0, 1.73
91677780978171904, 006704, 0P0001GYXA, 易方达MSCI中国A股国际通ETF联接A, 普通股票型, 0, 0, 3.60
91677781661843456, 006826, 0P0001GZ4F, 华宝宝裕纯债债券A, 信用债, 0, 0, 2.29
91677805728759808, 006992, 0P0001GZ4H, 嘉合锦创优势精选混合, 积极配置型, 0, 0, 0.46
91677806433402880, 006659, 0P0001GZ4J, 财通中证香港红利等权投资指数C, 香港股票型基金, 0, 0, 4.10
91677807200960512, 006849, 0P0001GZ4L, 博时中债5-10年农发行债券指数C, 利率债, 0, 0, 3.86
91677807905603584, 005497, 0P0001GZKI, 鑫元永利债券, 纯债基金, 0, 0, 0.88
91677808618635264, 006500, 0P0001GZKK, 建信润利增强债券A, 积极债券型, 0, 0, 5.80
91677809428135936, 007076, 0P0001GZKM, 汇添富中证医药卫生ETF联接A, 行业股票 - 医药, 0, 0, -6.40
91677810145361920, 006854, 0P0001GZX7, 人保鑫泽纯债债券A, 积极债券型, 0, 0, 4.32
91677810912919552, 006969, 0P0001GZX9, 圆信永丰高端制造混合, 积极配置型, 0, 0, 15.95
91677811617562624, 006657, 0P0001GZXB, 方正富邦中证500ETF联接C, 普通股票型, 0, 0, 11.80
91677812368343040, 006616, 0P0001GZXD, 工银战略新兴产业混合C, 沪港深积极配置型, 0, 0, 2.72
91677813093957632, 007063, 0P0001H06V, 长盛研发回报混合, 沪港深积极配置型, 0, 0, 7.70
91677813794406400, 007018, 0P0001H06X, 平安如意中短债债券C, 短债型, 0, 0, 4.48
91677814532603904, 006822, 0P0001H06Z, 凯石湛混合A, 沪港深积极配置型, 0, 0, 2.99
91677815333715968, 006658, 0P0001GZ4I, 财通中证香港红利等权投资指数A, 香港股票型基金, 0, 0, 4.34
91677816101273600, 006848, 0P0001GZ4K, 博时中债5-10年农发行债券指数A, 利率债, 0, 0, 3.94
91677816826888192, 001784, 0P0001GZ5M, 兴银合盈债券C, 纯债基金, 0, 0, 3.50
91677817548308480, 006941, 0P0001GZKJ, 国泰惠盈纯债债券, 利率债, 0, 0, 2.06
91677818538164224, 006501, 0P0001GZKL, 建信润利增强债券C, 积极债券型, 0, 0, 5.49
91677819385413632, 007077, 0P0001GZKN, 汇添富中证医药卫生ETF联接C, 行业股票 - 医药, 0, 0, -6.68
91677820173942784, 006855, 0P0001GZX8, 人保鑫泽纯债债券C, 积极债券型, 0, 0, 4.33
91677820853420032, 006656, 0P0001GZXA, 方正富邦中证500ETF联接A, 普通股票型, 0, 0, 12.13
91677821683892224, 006615, 0P0001GZXC, 工银战略新兴产业混合A, 沪港深积极配置型, 0, 0, 3.03
91677822937989120, 006977, 0P0001H06U, 农银汇理海棠三年定期开放混合, 积极配置型（封闭式）, 0, 0, 43.52
91677824368246784, 007017, 0P0001H06W, 平安如意中短债债券A, 短债型, 0, 0, 4.55
91677825681063936, 007019, 0P0001H06Y, 平安如意中短债债券E, 短债型, 0, 0, 4.29
91677851421507584, 006823, 0P0001H070, 凯石湛混合C, 沪港深积极配置型, 0, 0, 2.56
91677852428140544, 007043, 0P0001H0NI, 新疆前海联合泓鑫灵活配置混合C, 积极配置型, 0, 0, 3.33
91677853267001344, 007072, 0P0001H0NK, 民生加银鑫福灵活配置混合C, 灵活配置型, 0, 0, 2.79
91677853992615936, 006897, 0P0001H0P9, 新华聚利债券C, 积极债券型, 0, 0, 0.86
91677854776950784, 007083, 0P0001H0PB, 平安高端制造混合C, 沪港深积极配置型, 0, 0, -2.38
91677855523536896, 007026, 0P0001H0PD, 建信中债1-3年国开行债券指数A, 短债型, 0, 0, 2.65
91677856291094528, 003297, 0P0001H10I, 招商双债增强债券(LOF)E, 普通债券型, 0, 0, 4.32
91677856983154688, 007075, 0P0001H18I, 富国产业债债券C, 普通债券型, 0, 0, 3.72
91677857658437632, 007079, 0P0001H1OO, 工银瑞信中债3-5年国开行债券指数C, 利率债, 0, 0, 2.99
91677858354692096, 006623, 0P0001H1OV, 华夏养老目标日期2035三年持有期混合（FOF）C, 目标日期, 0, 0, 2.24
91677859164192768, 006955, 0P0001H1OY, 国泰惠富纯债债券, 纯债基金, 0, 0, 1.18
91677859914973184, 006530, 0P0001H1P1, 中欧匠心两年持有期混合C, 沪港深积极配置型, 0, 0, -1.78
91677860934189056, 007096, 0P0001H1TC, 大成沪深300指数C, 普通股票型, 0, 0, -2.96
91677861970182144, 002457, 0P0001H0C5, 招商安元灵活配置混合C, 保守混合型, 0, 0, 4.42
91677862708379648, 007039, 0P0001H0NJ, 新疆前海联合沪深300指数C, 普通股票型, 0, 0, -5.25
91677863442382848, 006896, 0P0001H0P8, 新华聚利债券A, 积极债券型, 0, 0, 1.16
91677864176386048, 007082, 0P0001H0PA, 平安高端制造混合A, 沪港深积极配置型, 0, 0, -1.79
91677864872640512, 007088, 0P0001H0PC, 民生加银恒裕债券, 纯债基金, 0, 0, 2.91
91677865656975360, 007027, 0P0001H0PE, 建信中债1-3年国开行债券指数C, 短债型, 0, 0, 2.56
91677866374201344, 007085, 0P0001H18H, 招商瑞庆灵活配置混合C, 保守混合型, 0, 0, 6.89
91677867414388736, 007078, 0P0001H1OI, 工银瑞信中债3-5年国开行债券指数A, 利率债, 0, 0, 3.07
91677868156780544, 006622, 0P0001H1OS, 华夏养老目标日期2035三年持有期混合（FOF）A, 目标日期, 0, 0, 2.55
91677868827869184, 006670, 0P0001H1OW, 广发景秀纯债债券, 纯债基金, 0, 0, 2.86
91677869515735040, 006529, 0P0001H1OZ, 中欧匠心两年持有期混合A, 沪港深积极配置型, 0, 0, -1.49
91677870329430016, 007073, 0P0001H1TA, 海富通上海清算所中高等级短期融资券指数C, 短债型, 0, 0, 1.88
91677898070556672, 004960, 0P0001H20C, 平安合泰3个月定期开放债券, 利率债（封闭式）, 0, 0, 2.16
91677898989109248, 006863, 0P0001H27A, 国联安智能制造混合, 沪港深积极配置型, 0, 0, -6.41
91677899718918144, 006927, 0P0001H2M0, 浙商汇金聚鑫定期开放债券, 普通债券型（封闭式）, 0, 0, 2.81
91677900511641600, 007119, 0P0001H2XB, 睿远成长价值混合A, 沪港深积极配置型, 0, 0, -3.99
91677902004813824, 006930, 0P0001H2XD, 泰康中证港股通TMT主题指数A, 行业股票 - 科技、传媒及通讯, 0, 0, -4.74
91677903686729728, 006961, 0P0001H2XF, 南方中债7-10年国开行债券指数A, 利率债, 0, 0, 4.47
91677904445898752, 007097, 0P0001H2XH, 汇添富中债1-3年国开行债券指数A, 短债型, 0, 0, 2.53
91677905263788032, 007100, 0P0001H342, 中银稳健添利债券E, 积极债券型, 0, 0, 3.19
91677906098454528, 006509, 0P0001H3AV, 国联安增盈纯债债券A, 纯债基金, 0, 0, 2.97
91677907008618496, 006564, 0P0001H3AX, 圆信永丰精选回报混合, 积极配置型, 0, 0, -0.99
91677907805536256, 006782, 0P0001H3AZ, 国泰信利三个月定期开放债券, 纯债基金（封闭式）, 0, 0, 3.82
91677908497596416, 007115, 0P0001H3EC, 金元顺安桉盛债券C, 积极债券型, 0, 0, 0.30
91677909185462272, 007090, 0P0001H3UU, 海富通稳健养老目标一年持有期混合（FOF）, 保守混合型, 0, 0, 5.04
91677909986574336, 007047, 0P0001H279, 长城核心优势混合, 沪港深积极配置型, 0, 0, -5.49
91677910728966144, 007091, 0P0001H2LZ, 东兴兴福一年定期开放债券, 普通债券型（封闭式）, 0, 0, 1.05
91677911592992768, 007089, 0P0001H2QZ, 国投瑞银中证500指数量化增强C, 普通股票型, 0, 0, 26.23
91677912335384576, 007120, 0P0001H2XC, 睿远成长价值混合C, 沪港深积极配置型, 0, 0, -4.27
91677913060999168, 006931, 0P0001H2XE, 泰康中证港股通TMT主题指数C, 行业股票 - 科技、传媒及通讯, 0, 0, -5.03
91677913757253632, 006962, 0P0001H2XG, 南方中债7-10年国开行债券指数C, 利率债, 0, 0, 4.42
91677914642251776, 007098, 0P0001H2XI, 汇添富中债1-3年国开行债券指数C, 短债型, 0, 0, 2.44
91677915330117632, 007130, 0P0001H3AU, 中庚小盘价值股票, 普通股票型, 0, 0, 66.96
91677916106063872, 006510, 0P0001H3AW, 国联安增盈纯债债券C, 纯债基金, 0, 0, 2.93
91677916848455680, 007025, 0P0001H3AY, 南方鑫利3个月定期开放债券, 信用债（封闭式）, 0, 0, 3.23
91677917565681664, 007034, 0P0001H3EB, 中科沃土沃安中短期利率债债券C, 短债型, 0, 0, 4.89
91677918261936128, 512290, 0P0001H3UT, 国泰中证生物医药ETF, 行业股票 - 医药, 0, 0, -8.35
91677941875867648, 007028, 0P0001H44L, 易方达中证500ETF联接A, 普通股票型, 0, 0, 16.76
91677942664396800, 006861, 0P0001H4QO, 招商和悦稳健养老目标一年持有期混合(FOF)A, 保守混合型, 0, 0, 6.57
91677943473897472, 006756, 0P0001H4QQ, 国泰中证生物医药ETF联接A, 行业股票 - 医药, 0, 0, -8.02
91677944144986112, 006648, 0P0001H4QS, 汇安多因子混合A, 积极配置型, 0, 0, -7.59
91677944816074752, 006740, 0P0001H4QU, 工银尊利中短债债券A, 短债型, 0, 0, 4.17
91677945554272256, 006573, 0P0001H4QW, 人保行业轮动混合A, 积极配置型, 0, 0, 6.35
91677946477019136, 007126, 0P0001H4UV, 博道远航混合A, 积极配置型, 0, 0, 16.27
91677947240382464, 007151, 0P0001H4UX, 前海开源沪港深聚瑞混合, 沪港深积极配置型, 0, 0, -13.11
91677948322512896, 007059, 0P0001H4UZ, 汇添富养老目标日期2040五年持有期混合（FOF）, 目标日期, 0, 0, 5.17
91677949018767360, 007153, 0P0001H5A1, 汇添富中证银行ETF联接A, 行业股票 - 金融地产, 0, 0, -0.18
91677949735993344, 006877, 0P0001H5A3, 天治量化核心精选混合A, 积极配置型, 0, 0, -6.83
91677950436442112, 007147, 0P0001H5A5, 博时中债1-3年国开行债券指数A, 短债型, 0, 0, 2.53
91677951124307968, 006345, 0P0001H5A7, 景顺长城集英成长两年定期开放混合, 沪港深积极配置型（封闭式）, 0, 0, -16.94
91677951858311168, 007029, 0P0001H44M, 易方达中证500ETF联接C, 普通股票型, 0, 0, 16.68
91677952546177024, 006862, 0P0001H4QP, 招商和悦稳健养老目标一年持有期混合(FOF)C, 保守混合型, 0, 0, 6.19
91677953246625792, 006757, 0P0001H4QR, 国泰中证生物医药ETF联接C, 行业股票 - 医药, 0, 0, -8.23
91677953972240384, 006649, 0P0001H4QT, 汇安多因子混合C, 积极配置型, 0, 0, -7.93
91677955306029056, 006741, 0P0001H4QV, 工银尊利中短债债券C, 短债型, 0, 0, 3.85
91677955968729088, 006574, 0P0001H4QX, 人保行业轮动混合C, 积极配置型, 0, 0, 5.96
91677956656594944, 007127, 0P0001H4UW, 博道远航混合C, 积极配置型, 0, 0, 15.84
91677957319294976, 007155, 0P0001H4UY, 银河中债-1-3年久期央企20债券指数, 短债型, 0, 0, 3.81
91677957998772224, 006991, 0P0001H4V0, 民生加银康宁稳健养老目标一年持有期混合（FOF）, 保守混合型, 0, 0, 1.94
91677958699220992, 007154, 0P0001H5A2, 汇添富中证银行ETF联接C, 行业股票 - 金融地产, 0, 0, -0.25
91677959450001408, 006878, 0P0001H5A4, 天治量化核心精选混合C, 积极配置型, 0, 0, -7.01
91677960393719808, 007148, 0P0001H5A6, 博时中债1-3年国开行债券指数C, 短债型, 0, 0, 2.34
91677985454686208, 005029, 0P0001H5A8, 中银产业精选混合, 沪港深积极配置型, 0, 0, -5.51
91677986146746368, 007111, 0P0001H5DC, 新疆前海联合国民健康产业灵活配置混合C, 灵活配置型, 0, 0, -3.80
91677986977218560, 007101, 0P0001H5JB, 中欧远见两年定期开放混合C, 沪港深积极配置型（封闭式）, 0, 0, -4.31
91677987673473024, 006787, 0P0001H5JD, 泰康中证港股通大消费主题指数C, 香港股票型基金, 0, 0, -7.99
91677988407476224, 006879, 0P0001H5JF, 华安智能生活混合, 沪港深积极配置型, 0, 0, 22.53
91677989057593344, 968052, 0P0001H5QQ, 摩根国际债券－PRC人民币份额（累计）, 环球债券 - 美元对冲, 0, 0, -2.29
91677989737070592, 968054, 0P0001H5QS, 摩根国际债券－PRC美元份额（累计）, 环球债券 - 美元对冲, 0, 0, -2.22
91677990664011776, 968050, 0P0001H5QU, 摩根国际债券人民币对冲累计, 环球债券 - 美元对冲, 0, 0, 0.07
91677991414792192, 007146, 0P0001H5WC, 鹏华研究智选混合, 沪港深积极配置型, 0, 0, 16.02
91677992538865664, 006259, 0P0001H63R, 汇添富红利增长混合A, 沪港深积极配置型, 0, 0, 8.21
91677993218342912, 007133, 0P0001H63T, 嘉实长青竞争优势股票A, 普通股票型, 0, 0, 4.86
91677993956540416, 007044, 0P0001H63V, 博道沪深300指数增强A, 普通股票型, 0, 0, -1.45
91677994824761344, 007165, 0P0001H63X, 华夏中债1-3年政策性金融债指数A, 短债型, 0, 0, 2.23
91677995697176576, 007104, 0P0001H5AT, 易方达恒利3个月定期开放债券, 信用债（封闭式）, 0, 0, 2.26
91677996397625344, 166025, 0P0001H5JA, 中欧远见两年定期开放混合A, 沪港深积极配置型（封闭式）, 0, 0, -3.88
91677997181960192, 006786, 0P0001H5JC, 泰康中证港股通大消费主题指数A, 香港股票型基金, 0, 0, -7.71
91677998092124160, 006595, 0P0001H5JE, 广发港股通优质增长混合A, 沪港深积极配置型, 0, 0, 2.31
91678000013115392, 005843, 0P0001H5JG, 金元顺安沣泉债券, 积极债券型, 0, 0, 4.97
91678001288183808, 968053, 0P0001H5QR, 摩根国际债券－PRC人民币份额（每月派息）, 环球债券 - 美元对冲, 0, 0, -2.32
91678002361925632, 968055, 0P0001H5QT, 摩根国际债券－PRC美元份额（每月派息）, 环球债券 - 美元对冲, 0, 0, -2.23
91678003062374400, 968051, 0P0001H5QV, 摩根国际债券人民币对冲派息, 环球债券 - 美元对冲, 0, 0, 0.12
91678003804766208, 007121, 0P0001H5WD, 中加裕盈纯债债券, 信用债, 0, 0, 2.50
91678004551352320, 006260, 0P0001H63S, 汇添富红利增长混合C, 沪港深积极配置型, 0, 0, 7.57
91678005264384000, 007134, 0P0001H63U, 嘉实长青竞争优势股票C, 普通股票型, 0, 0, 4.46
91678006015164416, 007045, 0P0001H63W, 博道沪深300指数增强C, 普通股票型, 0, 0, -1.74
91678030442790912, 007166, 0P0001H63Y, 华夏中债1-3年政策性金融债指数C, 短债型, 0, 0, 2.15
91678031168405504, 512750, 0P0001H640, 嘉实中证锐联基本面50ETF, 普通股票型, 0, 0, -2.31
91678031914991616, 006846, 0P0001H642, 中银福建国有企业债6个月定期开放债券A, 信用债（封闭式）, 0, 0, 3.34
91678032632217600, 006981, 0P0001H6DC, 中金新医药股票A, 沪港深股票型基金, 0, 0, 3.72
91678033349443584, 006575, 0P0001H6DF, 华安养老目标日期2030三年持有期混合（FOF）, 目标日期, 0, 0, -0.05
91678034075058176, 007198, 0P0001H6MX, 富国中债1-5年农发行债券指数C, 利率债, 0, 0, 2.86
91678034779701248, 006918, 0P0001H6MZ, 国联安安享稳健养老目标一年持有期混合(FOF), 保守混合型, 0, 0, 0.26
